Majority protein IDs	protein_ID
XP_020939350.1;XP_020939349.1	XP_020939350.1
XP_020939350.1;XP_020939349.1	XP_020939349.1
XP_020939375.1;XP_020939374.1;XP_003123376.1	XP_020939375.1
XP_020939375.1;XP_020939374.1;XP_003123376.1	XP_020939374.1
XP_020939375.1;XP_020939374.1;XP_003123376.1	XP_003123376.1
XP_020939442.1	XP_020939442.1
XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	XP_020939457.1
XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	XP_020939456.1
XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	XP_020939455.1
XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	XP_020939454.1
XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	XP_020939453.1
XP_020939477.1;XP_020939476.1;XP_020939475.1;XP_020939474.1;XP_020939473.1;XP_020939472.1;XP_020939471.1;XP_020939470.1;XP_020939469.1;XP_020939468.1;XP_020939467.1;XP_020939466.1;XP_020939465.1;XP_020939464.1;XP_020939463.1;XP_020939462.1;XP_020939461.1;XP_020939460.1;XP_020939459.1	XP_020939477.1
XP_020939477.1;XP_020939476.1;XP_020939475.1;XP_020939474.1;XP_020939473.1;XP_020939472.1;XP_020939471.1;XP_020939470.1;XP_020939469.1;XP_020939468.1;XP_020939467.1;XP_020939466.1;XP_020939465.1;XP_020939464.1;XP_020939463.1;XP_020939462.1;XP_020939461.1;XP_020939460.1;XP_020939459.1	XP_020939476.1
XP_020939477.1;XP_020939476.1;XP_020939475.1;XP_020939474.1;XP_020939473.1;XP_020939472.1;XP_020939471.1;XP_020939470.1;XP_020939469.1;XP_020939468.1;XP_020939467.1;XP_020939466.1;XP_020939465.1;XP_020939464.1;XP_020939463.1;XP_020939462.1;XP_020939461.1;XP_020939460.1;XP_020939459.1	XP_020939475.1
XP_020939477.1;XP_020939476.1;XP_020939475.1;XP_020939474.1;XP_020939473.1;XP_020939472.1;XP_020939471.1;XP_020939470.1;XP_020939469.1;XP_020939468.1;XP_020939467.1;XP_020939466.1;XP_020939465.1;XP_020939464.1;XP_020939463.1;XP_020939462.1;XP_020939461.1;XP_020939460.1;XP_020939459.1	XP_020939474.1
XP_020939477.1;XP_020939476.1;XP_020939475.1;XP_020939474.1;XP_020939473.1;XP_020939472.1;XP_020939471.1;XP_020939470.1;XP_020939469.1;XP_020939468.1;XP_020939467.1;XP_020939466.1;XP_020939465.1;XP_020939464.1;XP_020939463.1;XP_020939462.1;XP_020939461.1;XP_020939460.1;XP_020939459.1	XP_020939473.1
XP_020939482.1;XP_020939481.1;XP_020939480.1;XP_020939483.1	XP_020939482.1
XP_020939482.1;XP_020939481.1;XP_020939480.1;XP_020939483.1	XP_020939481.1
XP_020939482.1;XP_020939481.1;XP_020939480.1;XP_020939483.1	XP_020939480.1
XP_020939482.1;XP_020939481.1;XP_020939480.1;XP_020939483.1	XP_020939483.1
XP_020939516.1;XP_020939515.1;XP_020939514.1;XP_020939513.1;XP_020939512.1;XP_020939511.1;XP_020939520.1;XP_020939519.1;XP_020939518.1;XP_020939517.1	XP_020939516.1
XP_020939516.1;XP_020939515.1;XP_020939514.1;XP_020939513.1;XP_020939512.1;XP_020939511.1;XP_020939520.1;XP_020939519.1;XP_020939518.1;XP_020939517.1	XP_020939520.1
XP_020939516.1;XP_020939515.1;XP_020939514.1;XP_020939513.1;XP_020939512.1;XP_020939511.1;XP_020939520.1;XP_020939519.1;XP_020939518.1;XP_020939517.1	XP_020939519.1
XP_020939516.1;XP_020939515.1;XP_020939514.1;XP_020939513.1;XP_020939512.1;XP_020939511.1;XP_020939520.1;XP_020939519.1;XP_020939518.1;XP_020939517.1	XP_020939518.1
XP_020939516.1;XP_020939515.1;XP_020939514.1;XP_020939513.1;XP_020939512.1;XP_020939511.1;XP_020939520.1;XP_020939519.1;XP_020939518.1;XP_020939517.1	XP_020939517.1
XP_020939594.1;XP_020939057.1;NP_001090952.1	XP_020939594.1
XP_020939594.1;XP_020939057.1;NP_001090952.1	XP_020939057.1
XP_020939594.1;XP_020939057.1;NP_001090952.1	NP_001090952.1
XP_020939646.1;XP_020939644.1	XP_020939646.1
XP_020939646.1;XP_020939644.1	XP_020939644.1
XP_020939706.1	XP_020939706.1
XP_020939716.1;XP_020939714.1;XP_020939713.1;XP_020939715.1;XP_020939717.1	XP_020939716.1
XP_020939716.1;XP_020939714.1;XP_020939713.1;XP_020939715.1;XP_020939717.1	XP_020939714.1
XP_020939716.1;XP_020939714.1;XP_020939713.1;XP_020939715.1;XP_020939717.1	XP_020939713.1
XP_020939716.1;XP_020939714.1;XP_020939713.1;XP_020939715.1;XP_020939717.1	XP_020939715.1
XP_020939716.1;XP_020939714.1;XP_020939713.1;XP_020939715.1;XP_020939717.1	XP_020939717.1
XP_020939792.1;XP_020939791.1;XP_020939789.1;XP_020939788.1;XP_020939786.1;XP_020939785.1;XP_020939784.1;XP_020939790.1;XP_020939783.1	XP_020939792.1
XP_020939792.1;XP_020939791.1;XP_020939789.1;XP_020939788.1;XP_020939786.1;XP_020939785.1;XP_020939784.1;XP_020939790.1;XP_020939783.1	XP_020939791.1
XP_020939792.1;XP_020939791.1;XP_020939789.1;XP_020939788.1;XP_020939786.1;XP_020939785.1;XP_020939784.1;XP_020939790.1;XP_020939783.1	XP_020939789.1
XP_020939792.1;XP_020939791.1;XP_020939789.1;XP_020939788.1;XP_020939786.1;XP_020939785.1;XP_020939784.1;XP_020939790.1;XP_020939783.1	XP_020939788.1
XP_020939792.1;XP_020939791.1;XP_020939789.1;XP_020939788.1;XP_020939786.1;XP_020939785.1;XP_020939784.1;XP_020939790.1;XP_020939783.1	XP_020939790.1
XP_020939840.1;XP_020939839.1;XP_020939838.1;XP_020939837.1	XP_020939840.1
XP_020939840.1;XP_020939839.1;XP_020939838.1;XP_020939837.1	XP_020939839.1
XP_020939840.1;XP_020939839.1;XP_020939838.1;XP_020939837.1	XP_020939838.1
XP_020939840.1;XP_020939839.1;XP_020939838.1;XP_020939837.1	XP_020939837.1
XP_020939856.1;XP_020939855.1;XP_020939857.1	XP_020939856.1
XP_020939856.1;XP_020939855.1;XP_020939857.1	XP_020939855.1
XP_020939856.1;XP_020939855.1;XP_020939857.1	XP_020939857.1
XP_020940028.1;XP_020940026.1;XP_020940029.1;XP_020940027.1	XP_020940028.1
XP_020940028.1;XP_020940026.1;XP_020940029.1;XP_020940027.1	XP_020940026.1
XP_020940028.1;XP_020940026.1;XP_020940029.1;XP_020940027.1	XP_020940029.1
XP_020940028.1;XP_020940026.1;XP_020940029.1;XP_020940027.1	XP_020940027.1
XP_020940039.1;XP_020940038.1;XP_020940036.1;XP_020940035.1;XP_020940050.1	XP_020940039.1
XP_020940039.1;XP_020940038.1;XP_020940036.1;XP_020940035.1;XP_020940050.1	XP_020940038.1
XP_020940039.1;XP_020940038.1;XP_020940036.1;XP_020940035.1;XP_020940050.1	XP_020940036.1
XP_020940039.1;XP_020940038.1;XP_020940036.1;XP_020940035.1;XP_020940050.1	XP_020940035.1
XP_020940039.1;XP_020940038.1;XP_020940036.1;XP_020940035.1;XP_020940050.1	XP_020940050.1
XP_020940040.1;XP_020940037.1	XP_020940040.1
XP_020940040.1;XP_020940037.1	XP_020940037.1
XP_020940069.1	XP_020940069.1
XP_020940092.1;XP_020940091.1;XP_020940090.1;XP_005661527.2	XP_020940092.1
XP_020940092.1;XP_020940091.1;XP_020940090.1;XP_005661527.2	XP_020940091.1
XP_020940092.1;XP_020940091.1;XP_020940090.1;XP_005661527.2	XP_020940090.1
XP_020940092.1;XP_020940091.1;XP_020940090.1;XP_005661527.2	XP_005661527.2
XP_020940121.1	XP_020940121.1
XP_020940122.1	XP_020940122.1
XP_020940134.1	XP_020940134.1
XP_020940135.1	XP_020940135.1
XP_020940149.1	XP_020940149.1
XP_020940379.1	XP_020940379.1
XP_020940420.1	XP_020940420.1
XP_020940437.1	XP_020940437.1
XP_020940443.1	XP_020940443.1
XP_020940620.1	XP_020940620.1
XP_020940673.1;XP_020940672.1	XP_020940673.1
XP_020940673.1;XP_020940672.1	XP_020940672.1
XP_020940687.1;XP_020940686.1;XP_020940685.1	XP_020940687.1
XP_020940687.1;XP_020940686.1;XP_020940685.1	XP_020940686.1
XP_020940687.1;XP_020940686.1;XP_020940685.1	XP_020940685.1
XP_020940820.1	XP_020940820.1
XP_020941055.1	XP_020941055.1
XP_020941195.1;NP_001090933.1	XP_020941195.1
XP_020941195.1;NP_001090933.1	NP_001090933.1
XP_020941216.1;XP_020941215.1;XP_020941214.1;XP_020941213.1;XP_020941212.1;XP_020941211.1;NP_001123431.1	XP_020941216.1
XP_020941216.1;XP_020941215.1;XP_020941214.1;XP_020941213.1;XP_020941212.1;XP_020941211.1;NP_001123431.1	XP_020941215.1
XP_020941216.1;XP_020941215.1;XP_020941214.1;XP_020941213.1;XP_020941212.1;XP_020941211.1;NP_001123431.1	XP_020941214.1
XP_020941216.1;XP_020941215.1;XP_020941214.1;XP_020941213.1;XP_020941212.1;XP_020941211.1;NP_001123431.1	XP_020941213.1
XP_020941216.1;XP_020941215.1;XP_020941214.1;XP_020941213.1;XP_020941212.1;XP_020941211.1;NP_001123431.1	XP_020941212.1
XP_020941340.1;NP_001191322.1	XP_020941340.1
XP_020941340.1;NP_001191322.1	NP_001191322.1
XP_020941351.1	XP_020941351.1
XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1;NP_999145.1	XP_020941497.1
XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1;NP_999145.1	XP_020941496.1
XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1;NP_999145.1	XP_020941495.1
XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1;NP_999145.1	XP_020941494.1
XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1;NP_999145.1	NP_999145.1
XP_020941824.1	XP_020941824.1
XP_020941844.1	XP_020941844.1
XP_020941869.1	XP_020941869.1
XP_020941920.1;XP_020941919.1	XP_020941920.1
XP_020941920.1;XP_020941919.1	XP_020941919.1
XP_020941922.1	XP_020941922.1
XP_020941951.1;XP_020941950.1	XP_020941951.1
XP_020941951.1;XP_020941950.1	XP_020941950.1
XP_020941954.1	XP_020941954.1
XP_020941973.1	XP_020941973.1
XP_020942019.1	XP_020942019.1
XP_020942022.1	XP_020942022.1
XP_020942052.1;XP_020942051.1;XP_020942050.1;XP_020942049.1;XP_020942048.1	XP_020942052.1
XP_020942052.1;XP_020942051.1;XP_020942050.1;XP_020942049.1;XP_020942048.1	XP_020942051.1
XP_020942052.1;XP_020942051.1;XP_020942050.1;XP_020942049.1;XP_020942048.1	XP_020942050.1
XP_020942052.1;XP_020942051.1;XP_020942050.1;XP_020942049.1;XP_020942048.1	XP_020942049.1
XP_020942052.1;XP_020942051.1;XP_020942050.1;XP_020942049.1;XP_020942048.1	XP_020942048.1
XP_020942063.1	XP_020942063.1
XP_020942084.1;XP_020942083.1	XP_020942084.1
XP_020942084.1;XP_020942083.1	XP_020942083.1
XP_020942213.1;XP_020942212.1	XP_020942213.1
XP_020942213.1;XP_020942212.1	XP_020942212.1
XP_020942217.1	XP_020942217.1
XP_020942250.1;XP_020942248.1;XP_013841597.1;XP_003135149.3	XP_020942250.1
XP_020942250.1;XP_020942248.1;XP_013841597.1;XP_003135149.3	XP_020942248.1
XP_020942250.1;XP_020942248.1;XP_013841597.1;XP_003135149.3	XP_013841597.1
XP_020942250.1;XP_020942248.1;XP_013841597.1;XP_003135149.3	XP_003135149.3
XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	XP_020942313.1
XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	XP_020942317.1
XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	XP_020942316.1
XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	XP_020942315.1
XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	XP_020942314.1
XP_020942354.1;XP_020942352.1;XP_020942351.1;XP_005662233.1;XP_005662232.1	XP_020942354.1
XP_020942354.1;XP_020942352.1;XP_020942351.1;XP_005662233.1;XP_005662232.1	XP_020942352.1
XP_020942354.1;XP_020942352.1;XP_020942351.1;XP_005662233.1;XP_005662232.1	XP_020942351.1
XP_020942354.1;XP_020942352.1;XP_020942351.1;XP_005662233.1;XP_005662232.1	XP_005662233.1
XP_020942354.1;XP_020942352.1;XP_020942351.1;XP_005662233.1;XP_005662232.1	XP_005662232.1
XP_020942455.1	XP_020942455.1
XP_020942457.1	XP_020942457.1
XP_020942490.1;XP_020942489.1;XP_020942488.1;XP_020942487.1;XP_020942486.1;XP_020942485.1;XP_020942484.1;XP_020942483.1	XP_020942490.1
XP_020942490.1;XP_020942489.1;XP_020942488.1;XP_020942487.1;XP_020942486.1;XP_020942485.1;XP_020942484.1;XP_020942483.1	XP_020942489.1
XP_020942490.1;XP_020942489.1;XP_020942488.1;XP_020942487.1;XP_020942486.1;XP_020942485.1;XP_020942484.1;XP_020942483.1	XP_020942488.1
XP_020942490.1;XP_020942489.1;XP_020942488.1;XP_020942487.1;XP_020942486.1;XP_020942485.1;XP_020942484.1;XP_020942483.1	XP_020942487.1
XP_020942490.1;XP_020942489.1;XP_020942488.1;XP_020942487.1;XP_020942486.1;XP_020942485.1;XP_020942484.1;XP_020942483.1	XP_020942486.1
XP_020942626.1;XP_020942625.1	XP_020942626.1
XP_020942626.1;XP_020942625.1	XP_020942625.1
XP_020942646.1;XP_020942645.1;XP_020942644.1;XP_020942643.1	XP_020942646.1
XP_020942646.1;XP_020942645.1;XP_020942644.1;XP_020942643.1	XP_020942645.1
XP_020942646.1;XP_020942645.1;XP_020942644.1;XP_020942643.1	XP_020942644.1
XP_020942646.1;XP_020942645.1;XP_020942644.1;XP_020942643.1	XP_020942643.1
XP_020942683.1	XP_020942683.1
XP_020942748.1;XP_020942749.1	XP_020942748.1
XP_020942748.1;XP_020942749.1	XP_020942749.1
XP_020942758.1;XP_020942757.1	XP_020942758.1
XP_020942758.1;XP_020942757.1	XP_020942757.1
XP_020942919.1	XP_020942919.1
XP_020942934.1;XP_020942935.1	XP_020942934.1
XP_020942934.1;XP_020942935.1	XP_020942935.1
XP_020942936.1	XP_020942936.1
XP_020943018.1;XP_020943016.1;XP_020943017.1;XP_020943015.1;XP_020943014.1;XP_020943012.1;XP_020943011.1;XP_020943009.1;XP_020943019.1;XP_020943013.1;XP_020943010.1;XP_020943008.1	XP_020943018.1
XP_020943018.1;XP_020943016.1;XP_020943017.1;XP_020943015.1;XP_020943014.1;XP_020943012.1;XP_020943011.1;XP_020943009.1;XP_020943019.1;XP_020943013.1;XP_020943010.1;XP_020943008.1	XP_020943016.1
XP_020943018.1;XP_020943016.1;XP_020943017.1;XP_020943015.1;XP_020943014.1;XP_020943012.1;XP_020943011.1;XP_020943009.1;XP_020943019.1;XP_020943013.1;XP_020943010.1;XP_020943008.1	XP_020943017.1
XP_020943018.1;XP_020943016.1;XP_020943017.1;XP_020943015.1;XP_020943014.1;XP_020943012.1;XP_020943011.1;XP_020943009.1;XP_020943019.1;XP_020943013.1;XP_020943010.1;XP_020943008.1	XP_020943015.1
XP_020943018.1;XP_020943016.1;XP_020943017.1;XP_020943015.1;XP_020943014.1;XP_020943012.1;XP_020943011.1;XP_020943009.1;XP_020943019.1;XP_020943013.1;XP_020943010.1;XP_020943008.1	XP_020943019.1
XP_020943022.1;XP_003129121.1;XP_020956251.1	XP_020943022.1
XP_020943022.1;XP_003129121.1;XP_020956251.1	XP_003129121.1
XP_020943022.1;XP_003129121.1;XP_020956251.1	XP_020956251.1
XP_020943073.1;XP_020943072.1;XP_020943071.1;XP_020943074.1	XP_020943073.1
XP_020943073.1;XP_020943072.1;XP_020943071.1;XP_020943074.1	XP_020943072.1
XP_020943073.1;XP_020943072.1;XP_020943071.1;XP_020943074.1	XP_020943071.1
XP_020943073.1;XP_020943072.1;XP_020943071.1;XP_020943074.1	XP_020943074.1
XP_020943136.1;XP_020943135.1;XP_020943134.1;XP_020943131.1;XP_020943137.1;XP_020943133.1;XP_020943132.1;XP_020943130.1;XP_020943129.1;XP_020943128.1	XP_020943136.1
XP_020943136.1;XP_020943135.1;XP_020943134.1;XP_020943131.1;XP_020943137.1;XP_020943133.1;XP_020943132.1;XP_020943130.1;XP_020943129.1;XP_020943128.1	XP_020943135.1
XP_020943136.1;XP_020943135.1;XP_020943134.1;XP_020943131.1;XP_020943137.1;XP_020943133.1;XP_020943132.1;XP_020943130.1;XP_020943129.1;XP_020943128.1	XP_020943134.1
XP_020943136.1;XP_020943135.1;XP_020943134.1;XP_020943131.1;XP_020943137.1;XP_020943133.1;XP_020943132.1;XP_020943130.1;XP_020943129.1;XP_020943128.1	XP_020943137.1
XP_020943136.1;XP_020943135.1;XP_020943134.1;XP_020943131.1;XP_020943137.1;XP_020943133.1;XP_020943132.1;XP_020943130.1;XP_020943129.1;XP_020943128.1	XP_020943133.1
XP_020943143.1;XP_020943144.1;XP_020943147.1;XP_020943146.1;XP_020943145.1;XP_013851564.2	XP_020943143.1
XP_020943143.1;XP_020943144.1;XP_020943147.1;XP_020943146.1;XP_020943145.1;XP_013851564.2	XP_020943144.1
XP_020943143.1;XP_020943144.1;XP_020943147.1;XP_020943146.1;XP_020943145.1;XP_013851564.2	XP_020943147.1
XP_020943143.1;XP_020943144.1;XP_020943147.1;XP_020943146.1;XP_020943145.1;XP_013851564.2	XP_020943146.1
XP_020943143.1;XP_020943144.1;XP_020943147.1;XP_020943146.1;XP_020943145.1;XP_013851564.2	XP_020943145.1
XP_020943216.1;XP_020943215.1	XP_020943216.1
XP_020943216.1;XP_020943215.1	XP_020943215.1
XP_020943348.1	XP_020943348.1
XP_020943355.1	XP_020943355.1
XP_020943481.1	XP_020943481.1
XP_020943521.1	XP_020943521.1
XP_020943566.1	XP_020943566.1
XP_020943592.1;XP_020943603.1	XP_020943592.1
XP_020943592.1;XP_020943603.1	XP_020943603.1
XP_020943663.1;XP_020943661.1;XP_020943660.1;XP_020943659.1;XP_020943658.1;XP_020943657.1;XP_020943656.1;XP_020943655.1;XP_020943654.1	XP_020943663.1
XP_020943663.1;XP_020943661.1;XP_020943660.1;XP_020943659.1;XP_020943658.1;XP_020943657.1;XP_020943656.1;XP_020943655.1;XP_020943654.1	XP_020943661.1
XP_020943663.1;XP_020943661.1;XP_020943660.1;XP_020943659.1;XP_020943658.1;XP_020943657.1;XP_020943656.1;XP_020943655.1;XP_020943654.1	XP_020943660.1
XP_020943663.1;XP_020943661.1;XP_020943660.1;XP_020943659.1;XP_020943658.1;XP_020943657.1;XP_020943656.1;XP_020943655.1;XP_020943654.1	XP_020943659.1
XP_020943663.1;XP_020943661.1;XP_020943660.1;XP_020943659.1;XP_020943658.1;XP_020943657.1;XP_020943656.1;XP_020943655.1;XP_020943654.1	XP_020943658.1
XP_020943678.1	XP_020943678.1
XP_020943688.1;XP_020943687.1	XP_020943688.1
XP_020943688.1;XP_020943687.1	XP_020943687.1
XP_020943695.1	XP_020943695.1
XP_020943699.1;XP_020943698.1	XP_020943699.1
XP_020943699.1;XP_020943698.1	XP_020943698.1
XP_020943802.1;XP_020943794.1;XP_020943768.1;XP_020943765.1;XP_020943759.1;XP_020943755.1;XP_020943752.1;XP_020943743.1;XP_020943737.1;XP_020943726.1;XP_020943720.1;XP_020943712.1;XP_020943706.1;XP_020943702.1;XP_020943852.1;XP_020943833.1;XP_020943893.1;XP_020943841.1;XP_020943813.1;XP_020943784.1;XP_020943775.1;XP_020943876.1;XP_020943862.1;XP_020943824.1;XP_020943789.1;XP_020943936.1;XP_020943914.1;XP_020943903.1;XP_020943952.1;XP_020943946.1;XP_020943983.1;XP_020943993.1;XP_020943957.1	XP_020943952.1
XP_020943802.1;XP_020943794.1;XP_020943768.1;XP_020943765.1;XP_020943759.1;XP_020943755.1;XP_020943752.1;XP_020943743.1;XP_020943737.1;XP_020943726.1;XP_020943720.1;XP_020943712.1;XP_020943706.1;XP_020943702.1;XP_020943852.1;XP_020943833.1;XP_020943893.1;XP_020943841.1;XP_020943813.1;XP_020943784.1;XP_020943775.1;XP_020943876.1;XP_020943862.1;XP_020943824.1;XP_020943789.1;XP_020943936.1;XP_020943914.1;XP_020943903.1;XP_020943952.1;XP_020943946.1;XP_020943983.1;XP_020943993.1;XP_020943957.1	XP_020943946.1
XP_020943802.1;XP_020943794.1;XP_020943768.1;XP_020943765.1;XP_020943759.1;XP_020943755.1;XP_020943752.1;XP_020943743.1;XP_020943737.1;XP_020943726.1;XP_020943720.1;XP_020943712.1;XP_020943706.1;XP_020943702.1;XP_020943852.1;XP_020943833.1;XP_020943893.1;XP_020943841.1;XP_020943813.1;XP_020943784.1;XP_020943775.1;XP_020943876.1;XP_020943862.1;XP_020943824.1;XP_020943789.1;XP_020943936.1;XP_020943914.1;XP_020943903.1;XP_020943952.1;XP_020943946.1;XP_020943983.1;XP_020943993.1;XP_020943957.1	XP_020943983.1
XP_020943802.1;XP_020943794.1;XP_020943768.1;XP_020943765.1;XP_020943759.1;XP_020943755.1;XP_020943752.1;XP_020943743.1;XP_020943737.1;XP_020943726.1;XP_020943720.1;XP_020943712.1;XP_020943706.1;XP_020943702.1;XP_020943852.1;XP_020943833.1;XP_020943893.1;XP_020943841.1;XP_020943813.1;XP_020943784.1;XP_020943775.1;XP_020943876.1;XP_020943862.1;XP_020943824.1;XP_020943789.1;XP_020943936.1;XP_020943914.1;XP_020943903.1;XP_020943952.1;XP_020943946.1;XP_020943983.1;XP_020943993.1;XP_020943957.1	XP_020943993.1
XP_020943802.1;XP_020943794.1;XP_020943768.1;XP_020943765.1;XP_020943759.1;XP_020943755.1;XP_020943752.1;XP_020943743.1;XP_020943737.1;XP_020943726.1;XP_020943720.1;XP_020943712.1;XP_020943706.1;XP_020943702.1;XP_020943852.1;XP_020943833.1;XP_020943893.1;XP_020943841.1;XP_020943813.1;XP_020943784.1;XP_020943775.1;XP_020943876.1;XP_020943862.1;XP_020943824.1;XP_020943789.1;XP_020943936.1;XP_020943914.1;XP_020943903.1;XP_020943952.1;XP_020943946.1;XP_020943983.1;XP_020943993.1;XP_020943957.1	XP_020943957.1
XP_020943837.1;XP_020943836.1	XP_020943837.1
XP_020943837.1;XP_020943836.1	XP_020943836.1
XP_020943861.1;XP_020943860.1;XP_020943859.1;XP_020943858.1	XP_020943861.1
XP_020943861.1;XP_020943860.1;XP_020943859.1;XP_020943858.1	XP_020943860.1
XP_020943861.1;XP_020943860.1;XP_020943859.1;XP_020943858.1	XP_020943859.1
XP_020943861.1;XP_020943860.1;XP_020943859.1;XP_020943858.1	XP_020943858.1
XP_020943872.1;XP_020943866.1;XP_020943925.1;XP_020943884.1;XP_020943873.1;XP_020943889.1	XP_020943872.1
XP_020943872.1;XP_020943866.1;XP_020943925.1;XP_020943884.1;XP_020943873.1;XP_020943889.1	XP_020943925.1
XP_020943872.1;XP_020943866.1;XP_020943925.1;XP_020943884.1;XP_020943873.1;XP_020943889.1	XP_020943884.1
XP_020943872.1;XP_020943866.1;XP_020943925.1;XP_020943884.1;XP_020943873.1;XP_020943889.1	XP_020943873.1
XP_020943872.1;XP_020943866.1;XP_020943925.1;XP_020943884.1;XP_020943873.1;XP_020943889.1	XP_020943889.1
XP_020943881.1;XP_020943880.1;XP_020943879.1;XP_020943878.1;XP_020943877.1;XP_020943882.1;XP_020943883.1	XP_020943881.1
XP_020943881.1;XP_020943880.1;XP_020943879.1;XP_020943878.1;XP_020943877.1;XP_020943882.1;XP_020943883.1	XP_020943880.1
XP_020943881.1;XP_020943880.1;XP_020943879.1;XP_020943878.1;XP_020943877.1;XP_020943882.1;XP_020943883.1	XP_020943879.1
XP_020943881.1;XP_020943880.1;XP_020943879.1;XP_020943878.1;XP_020943877.1;XP_020943882.1;XP_020943883.1	XP_020943882.1
XP_020943881.1;XP_020943880.1;XP_020943879.1;XP_020943878.1;XP_020943877.1;XP_020943882.1;XP_020943883.1	XP_020943883.1
XP_020944008.1;XP_020944007.1	XP_020944008.1
XP_020944008.1;XP_020944007.1	XP_020944007.1
XP_020944070.1	XP_020944070.1
XP_020944096.1;XP_020944092.1;XP_020944089.1;XP_020944087.1;XP_020944086.1;XP_020944085.1	XP_020944096.1
XP_020944096.1;XP_020944092.1;XP_020944089.1;XP_020944087.1;XP_020944086.1;XP_020944085.1	XP_020944092.1
XP_020944096.1;XP_020944092.1;XP_020944089.1;XP_020944087.1;XP_020944086.1;XP_020944085.1	XP_020944089.1
XP_020944096.1;XP_020944092.1;XP_020944089.1;XP_020944087.1;XP_020944086.1;XP_020944085.1	XP_020944087.1
XP_020944096.1;XP_020944092.1;XP_020944089.1;XP_020944087.1;XP_020944086.1;XP_020944085.1	XP_020944086.1
XP_020944163.1;XP_020944162.1;NP_001121945.1	XP_020944163.1
XP_020944163.1;XP_020944162.1;NP_001121945.1	XP_020944162.1
XP_020944163.1;XP_020944162.1;NP_001121945.1	NP_001121945.1
XP_020944376.1;NP_999414.1	XP_020944376.1
XP_020944376.1;NP_999414.1	NP_999414.1
XP_020944517.1;XP_020944516.1;XP_020944515.1;XP_020944518.1;XP_020944509.1;XP_020944514.1;XP_020944513.1;XP_020944511.1;XP_020944510.1;XP_020944507.1;XP_020944506.1;XP_020944505.1;XP_020944504.1;XP_020944508.1;XP_020944502.1;XP_020944501.1;XP_020944503.1;XP_020944499.1;XP_020944498.1;XP_020944497.1;XP_020944495.1;XP_020944494.1;XP_020944493.1;XP_020944492.1;XP_020944500.1;XP_020944491.1;XP_020944490.1;XP_020944496.1;XP_020944489.1;XP_020944512.1;XP_020944488.1;XP_020944487.1;XP_020944486.1;XP_020944485.1;XP_020944484.1;XP_020944483.1;XP_020944482.1;XP_020944481.1;XP_020944480.1;XP_020944479.1	XP_020944517.1
XP_020944517.1;XP_020944516.1;XP_020944515.1;XP_020944518.1;XP_020944509.1;XP_020944514.1;XP_020944513.1;XP_020944511.1;XP_020944510.1;XP_020944507.1;XP_020944506.1;XP_020944505.1;XP_020944504.1;XP_020944508.1;XP_020944502.1;XP_020944501.1;XP_020944503.1;XP_020944499.1;XP_020944498.1;XP_020944497.1;XP_020944495.1;XP_020944494.1;XP_020944493.1;XP_020944492.1;XP_020944500.1;XP_020944491.1;XP_020944490.1;XP_020944496.1;XP_020944489.1;XP_020944512.1;XP_020944488.1;XP_020944487.1;XP_020944486.1;XP_020944485.1;XP_020944484.1;XP_020944483.1;XP_020944482.1;XP_020944481.1;XP_020944480.1;XP_020944479.1	XP_020944516.1
XP_020944517.1;XP_020944516.1;XP_020944515.1;XP_020944518.1;XP_020944509.1;XP_020944514.1;XP_020944513.1;XP_020944511.1;XP_020944510.1;XP_020944507.1;XP_020944506.1;XP_020944505.1;XP_020944504.1;XP_020944508.1;XP_020944502.1;XP_020944501.1;XP_020944503.1;XP_020944499.1;XP_020944498.1;XP_020944497.1;XP_020944495.1;XP_020944494.1;XP_020944493.1;XP_020944492.1;XP_020944500.1;XP_020944491.1;XP_020944490.1;XP_020944496.1;XP_020944489.1;XP_020944512.1;XP_020944488.1;XP_020944487.1;XP_020944486.1;XP_020944485.1;XP_020944484.1;XP_020944483.1;XP_020944482.1;XP_020944481.1;XP_020944480.1;XP_020944479.1	XP_020944515.1
