Majority protein IDs	protein_ID	Gene Symbol
XP_020946648.1;XP_020946646.1;XP_020946645.1;NP_001231608.1	NP_001231608.1	MFAP5
XP_020921753.1;NP_001231613.1;XP_020921752.1	XP_020921753.1	ATP5PD
XP_020921753.1;NP_001231613.1;XP_020921752.1	NP_001231613.1	ATP5PD
XP_020921753.1;NP_001231613.1;XP_020921752.1	XP_020921752.1	ATP5PD
NP_001231616.1	NP_001231616.1	RPL36
XP_020957682.1;XP_020957681.1;XP_020957680.1;XP_020957679.1;NP_001231625.1	XP_020957682.1	C9H11orf54
XP_020957682.1;XP_020957681.1;XP_020957680.1;XP_020957679.1;NP_001231625.1	XP_020957681.1	C9H11orf54
XP_020957682.1;XP_020957681.1;XP_020957680.1;XP_020957679.1;NP_001231625.1	XP_020957680.1	C9H11orf54
XP_020957682.1;XP_020957681.1;XP_020957680.1;XP_020957679.1;NP_001231625.1	XP_020957679.1	C9H11orf54
XP_020957682.1;XP_020957681.1;XP_020957680.1;XP_020957679.1;NP_001231625.1	NP_001231625.1	C9H11orf54
XP_020925800.1;XP_020925734.1;XP_005659757.1;NP_001231648.1;XP_020925511.1;XP_013848566.1;XP_013848565.1;XP_013848564.1;XP_013848563.1;XP_013848562.1;NP_001231647.1	XP_020925800.1	SNAP23
XP_020925800.1;XP_020925734.1;XP_005659757.1;NP_001231648.1;XP_020925511.1;XP_013848566.1;XP_013848565.1;XP_013848564.1;XP_013848563.1;XP_013848562.1;NP_001231647.1	XP_020925734.1	SNAP23
XP_020925800.1;XP_020925734.1;XP_005659757.1;NP_001231648.1;XP_020925511.1;XP_013848566.1;XP_013848565.1;XP_013848564.1;XP_013848563.1;XP_013848562.1;NP_001231647.1	XP_020925511.1	SNAP23
XP_020925800.1;XP_020925734.1;XP_005659757.1;NP_001231648.1;XP_020925511.1;XP_013848566.1;XP_013848565.1;XP_013848564.1;XP_013848563.1;XP_013848562.1;NP_001231647.1	XP_013848566.1	SNAP23
XP_020925800.1;XP_020925734.1;XP_005659757.1;NP_001231648.1;XP_020925511.1;XP_013848566.1;XP_013848565.1;XP_013848564.1;XP_013848563.1;XP_013848562.1;NP_001231647.1	XP_013848565.1	SNAP23
NP_001231652.1	NP_001231652.1	EIF3D
NP_001231661.1	NP_001231661.1	CBR3
NP_001231662.1	NP_001231662.1	INMT
NP_001231672.1	NP_001231672.1	NDUFC2
XP_020935121.1;XP_020935120.1;XP_020935118.1;XP_020935117.1;XP_020935116.1;XP_013841363.1;XP_013841362.1;XP_013841360.1;XP_005673484.1;XP_005673482.1;XP_005673481.1;XP_005673480.1;XP_005673479.1;XP_005673477.1;XP_005673476.1;NP_001231676.1	XP_020935121.1	RAB9A
XP_020935121.1;XP_020935120.1;XP_020935118.1;XP_020935117.1;XP_020935116.1;XP_013841363.1;XP_013841362.1;XP_013841360.1;XP_005673484.1;XP_005673482.1;XP_005673481.1;XP_005673480.1;XP_005673479.1;XP_005673477.1;XP_005673476.1;NP_001231676.1	XP_020935120.1	RAB9A
XP_020935121.1;XP_020935120.1;XP_020935118.1;XP_020935117.1;XP_020935116.1;XP_013841363.1;XP_013841362.1;XP_013841360.1;XP_005673484.1;XP_005673482.1;XP_005673481.1;XP_005673480.1;XP_005673479.1;XP_005673477.1;XP_005673476.1;NP_001231676.1	XP_020935118.1	RAB9A
XP_020935121.1;XP_020935120.1;XP_020935118.1;XP_020935117.1;XP_020935116.1;XP_013841363.1;XP_013841362.1;XP_013841360.1;XP_005673484.1;XP_005673482.1;XP_005673481.1;XP_005673480.1;XP_005673479.1;XP_005673477.1;XP_005673476.1;NP_001231676.1	XP_020935117.1	RAB9A
XP_020935121.1;XP_020935120.1;XP_020935118.1;XP_020935117.1;XP_020935116.1;XP_013841363.1;XP_013841362.1;XP_013841360.1;XP_005673484.1;XP_005673482.1;XP_005673481.1;XP_005673480.1;XP_005673479.1;XP_005673477.1;XP_005673476.1;NP_001231676.1	XP_020935116.1	RAB9A
NP_001231714.1;XP_020934140.1	NP_001231714.1	MTURN
NP_001231714.1;XP_020934140.1	XP_020934140.1	MTURN
NP_001231740.1	NP_001231740.1	LRRC57
NP_001231758.1;XP_013837676.1	NP_001231758.1	RPS13
NP_001231758.1;XP_013837676.1	XP_013837676.1	LOC100621400
NP_001231759.1	NP_001231759.1	IBA57
NP_001231762.1	NP_001231762.1	ADH5
XP_020927380.1;XP_013839807.1;NP_001231793.1	XP_020927380.1	MPC1
XP_020927380.1;XP_013839807.1;NP_001231793.1	XP_013839807.1	MPC1
XP_020927380.1;XP_013839807.1;NP_001231793.1	NP_001231793.1	MPC1
NP_001231795.1	NP_001231795.1	RPLP2
NP_001231801.1	NP_001231801.1	UBE4A
NP_001231804.1;NP_001026958.1	NP_001231804.1	RAB11B
NP_001231804.1;NP_001026958.1	NP_001026958.1	RAB11A
NP_001231823.1	NP_001231823.1	LAYN
NP_001231843.1	NP_001231843.1	YKT6
NP_001231852.1	NP_001231852.1	ARMC10
NP_001231853.1	NP_001231853.1	NDUFA11
XP_005655306.1;NP_001231854.1	XP_005655306.1	DPY30
XP_005655306.1;NP_001231854.1	NP_001231854.1	DPY30
XP_020924081.1;NP_001231857.1	XP_020924081.1	LSM3
XP_020924081.1;NP_001231857.1	NP_001231857.1	LSM3
NP_001231864.1	NP_001231864.1	TALDO1
NP_001231869.1	NP_001231869.1	UROD
XP_020956013.1;XP_013833913.2;NP_001231877.1	XP_020956013.1	LETM1
XP_020956013.1;XP_013833913.2;NP_001231877.1	XP_013833913.2	LETM1
XP_020956013.1;XP_013833913.2;NP_001231877.1	NP_001231877.1	LETM1
NP_001231880.1;XP_020921764.1	NP_001231880.1	LRRC59
NP_001231880.1;XP_020921764.1	XP_020921764.1	LRRC59
XP_005674076.1;NP_001231909.1	XP_005674076.1	VBP1
XP_005674076.1;NP_001231909.1	NP_001231909.1	VBP1
NP_001231917.1	NP_001231917.1	NDUFS5
NP_001231920.1;XP_020953860.1	NP_001231920.1	SYNJ2BP
NP_001231920.1;XP_020953860.1	XP_020953860.1	SYNJ2BP
NP_001231923.1	NP_001231923.1	VPS45
NP_001231927.1;XP_005661536.1	NP_001231927.1	BTF3
NP_001231927.1;XP_005661536.1	XP_005661536.1	BTF3
XP_005664594.2;NP_001231935.1;XP_005664593.2	XP_005664594.2	YIF1B
XP_005664594.2;NP_001231935.1;XP_005664593.2	NP_001231935.1	YIF1B
XP_005664594.2;NP_001231935.1;XP_005664593.2	XP_005664593.2	YIF1B
NP_001231937.1	NP_001231937.1	PSMC2
XP_020930266.1;XP_005672090.1;XP_005672089.1;NP_001231941.1	XP_020930266.1	INPP1
XP_020930266.1;XP_005672090.1;XP_005672089.1;NP_001231941.1	XP_005672090.1	INPP1
XP_020930266.1;XP_005672090.1;XP_005672089.1;NP_001231941.1	XP_005672089.1	INPP1
XP_020930266.1;XP_005672090.1;XP_005672089.1;NP_001231941.1	NP_001231941.1	INPP1
NP_001233132.1;XP_005673618.1;XP_013846519.1;XP_013846518.1	NP_001233132.1	DDX3X
NP_001233132.1;XP_005673618.1;XP_013846519.1;XP_013846518.1	XP_005673618.1	DDX3X
NP_001233132.1;XP_005673618.1;XP_013846519.1;XP_013846518.1	XP_013846519.1	LOC100624590
NP_001233132.1;XP_005673618.1;XP_013846519.1;XP_013846518.1	XP_013846518.1	LOC100624590
NP_001233144.1	NP_001233144.1	UBE2L6
NP_001233167.1	NP_001233167.1	COPG2
XP_005665742.2;NP_001233171.1	XP_005665742.2	LOC100513601
XP_005665742.2;NP_001233171.1	NP_001233171.1	LOC100513601
NP_001233172.1	NP_001233172.1	CPT2
XP_020924272.1;XP_020924271.1;XP_020924270.1;XP_020924269.1;XP_020924268.1;XP_005670089.1;XP_020924267.1;XP_020924266.1;XP_013837701.1;XP_020924265.1;XP_020924264.1;XP_020924263.1;XP_020924262.1;XP_020924261.1;XP_020924260.1;XP_013837698.1;XP_005670088.1;NP_001233182.1;XP_020924259.1;XP_005670087.1;XP_020924258.1;XP_005670086.1;XP_020924257.1;XP_020924256.1;XP_013837697.1;XP_005670084.1;XP_020924255.1;XP_020924254.1	XP_020924272.1	EIF4G1
XP_020924272.1;XP_020924271.1;XP_020924270.1;XP_020924269.1;XP_020924268.1;XP_005670089.1;XP_020924267.1;XP_020924266.1;XP_013837701.1;XP_020924265.1;XP_020924264.1;XP_020924263.1;XP_020924262.1;XP_020924261.1;XP_020924260.1;XP_013837698.1;XP_005670088.1;NP_001233182.1;XP_020924259.1;XP_005670087.1;XP_020924258.1;XP_005670086.1;XP_020924257.1;XP_020924256.1;XP_013837697.1;XP_005670084.1;XP_020924255.1;XP_020924254.1	XP_020924271.1	EIF4G1
XP_020924272.1;XP_020924271.1;XP_020924270.1;XP_020924269.1;XP_020924268.1;XP_005670089.1;XP_020924267.1;XP_020924266.1;XP_013837701.1;XP_020924265.1;XP_020924264.1;XP_020924263.1;XP_020924262.1;XP_020924261.1;XP_020924260.1;XP_013837698.1;XP_005670088.1;NP_001233182.1;XP_020924259.1;XP_005670087.1;XP_020924258.1;XP_005670086.1;XP_020924257.1;XP_020924256.1;XP_013837697.1;XP_005670084.1;XP_020924255.1;XP_020924254.1	XP_020924270.1	EIF4G1
XP_020924272.1;XP_020924271.1;XP_020924270.1;XP_020924269.1;XP_020924268.1;XP_005670089.1;XP_020924267.1;XP_020924266.1;XP_013837701.1;XP_020924265.1;XP_020924264.1;XP_020924263.1;XP_020924262.1;XP_020924261.1;XP_020924260.1;XP_013837698.1;XP_005670088.1;NP_001233182.1;XP_020924259.1;XP_005670087.1;XP_020924258.1;XP_005670086.1;XP_020924257.1;XP_020924256.1;XP_013837697.1;XP_005670084.1;XP_020924255.1;XP_020924254.1	XP_020924269.1	EIF4G1
XP_020924272.1;XP_020924271.1;XP_020924270.1;XP_020924269.1;XP_020924268.1;XP_005670089.1;XP_020924267.1;XP_020924266.1;XP_013837701.1;XP_020924265.1;XP_020924264.1;XP_020924263.1;XP_020924262.1;XP_020924261.1;XP_020924260.1;XP_013837698.1;XP_005670088.1;NP_001233182.1;XP_020924259.1;XP_005670087.1;XP_020924258.1;XP_005670086.1;XP_020924257.1;XP_020924256.1;XP_013837697.1;XP_005670084.1;XP_020924255.1;XP_020924254.1	XP_020924268.1	EIF4G1
XP_020957748.1;XP_020957746.1;XP_020957743.1;NP_001233199.1;XP_020957737.1;XP_020957735.1;XP_020957732.1;XP_020957740.1;XP_020957749.1;XP_020957747.1;XP_020957745.1;XP_020957733.1;XP_020957744.1;XP_020957730.1;XP_020957742.1;XP_020957727.1;XP_020957741.1;XP_020957738.1;XP_020957736.1;XP_020957751.1;XP_020957734.1;XP_020957731.1;XP_020957729.1;XP_020957726.1	XP_020957748.1	PICALM
XP_020957748.1;XP_020957746.1;XP_020957743.1;NP_001233199.1;XP_020957737.1;XP_020957735.1;XP_020957732.1;XP_020957740.1;XP_020957749.1;XP_020957747.1;XP_020957745.1;XP_020957733.1;XP_020957744.1;XP_020957730.1;XP_020957742.1;XP_020957727.1;XP_020957741.1;XP_020957738.1;XP_020957736.1;XP_020957751.1;XP_020957734.1;XP_020957731.1;XP_020957729.1;XP_020957726.1	XP_020957746.1	PICALM
XP_020957748.1;XP_020957746.1;XP_020957743.1;NP_001233199.1;XP_020957737.1;XP_020957735.1;XP_020957732.1;XP_020957740.1;XP_020957749.1;XP_020957747.1;XP_020957745.1;XP_020957733.1;XP_020957744.1;XP_020957730.1;XP_020957742.1;XP_020957727.1;XP_020957741.1;XP_020957738.1;XP_020957736.1;XP_020957751.1;XP_020957734.1;XP_020957731.1;XP_020957729.1;XP_020957726.1	XP_020957749.1	PICALM
XP_020957748.1;XP_020957746.1;XP_020957743.1;NP_001233199.1;XP_020957737.1;XP_020957735.1;XP_020957732.1;XP_020957740.1;XP_020957749.1;XP_020957747.1;XP_020957745.1;XP_020957733.1;XP_020957744.1;XP_020957730.1;XP_020957742.1;XP_020957727.1;XP_020957741.1;XP_020957738.1;XP_020957736.1;XP_020957751.1;XP_020957734.1;XP_020957731.1;XP_020957729.1;XP_020957726.1	XP_020957747.1	PICALM
XP_020957748.1;XP_020957746.1;XP_020957743.1;NP_001233199.1;XP_020957737.1;XP_020957735.1;XP_020957732.1;XP_020957740.1;XP_020957749.1;XP_020957747.1;XP_020957745.1;XP_020957733.1;XP_020957744.1;XP_020957730.1;XP_020957742.1;XP_020957727.1;XP_020957741.1;XP_020957738.1;XP_020957736.1;XP_020957751.1;XP_020957734.1;XP_020957731.1;XP_020957729.1;XP_020957726.1	XP_020957751.1	PICALM
XP_005657399.1;XP_020927664.1;NP_001238977.1;XP_005657398.1;XP_005657397.1;XP_013845832.1;XP_013845831.1;XP_005657396.1;XP_020927663.1;XP_020927662.1;XP_020927660.1;XP_020927659.1	XP_020927664.1	EWSR1
XP_005657399.1;XP_020927664.1;NP_001238977.1;XP_005657398.1;XP_005657397.1;XP_013845832.1;XP_013845831.1;XP_005657396.1;XP_020927663.1;XP_020927662.1;XP_020927660.1;XP_020927659.1	XP_020927663.1	EWSR1
XP_005657399.1;XP_020927664.1;NP_001238977.1;XP_005657398.1;XP_005657397.1;XP_013845832.1;XP_013845831.1;XP_005657396.1;XP_020927663.1;XP_020927662.1;XP_020927660.1;XP_020927659.1	XP_020927662.1	EWSR1
XP_005657399.1;XP_020927664.1;NP_001238977.1;XP_005657398.1;XP_005657397.1;XP_013845832.1;XP_013845831.1;XP_005657396.1;XP_020927663.1;XP_020927662.1;XP_020927660.1;XP_020927659.1	XP_020927660.1	EWSR1
XP_005657399.1;XP_020927664.1;NP_001238977.1;XP_005657398.1;XP_005657397.1;XP_013845832.1;XP_013845831.1;XP_005657396.1;XP_020927663.1;XP_020927662.1;XP_020927660.1;XP_020927659.1	XP_020927659.1	EWSR1
NP_001239141.1	NP_001239141.1	DHX15
NP_001239142.1	NP_001239142.1	ALDH4A1
NP_001239143.1;XP_020924084.1	NP_001239143.1	ARL8B
NP_001239143.1;XP_020924084.1	XP_020924084.1	ARL8B
NP_001239161.1	NP_001239161.1	FKBP9
XP_020956028.1;XP_020956027.1;XP_020956026.1;NP_001239162.1;XP_020956025.1;XP_020956024.1;XP_020956023.1;XP_020956022.1;XP_020956021.1;XP_020956020.1;XP_020956036.1;XP_020956035.1;XP_020956034.1;XP_020956033.1;XP_020956019.1;XP_020956032.1;XP_020956031.1;XP_020956030.1;XP_020956029.1	XP_020956036.1	ARFIP1
XP_020956028.1;XP_020956027.1;XP_020956026.1;NP_001239162.1;XP_020956025.1;XP_020956024.1;XP_020956023.1;XP_020956022.1;XP_020956021.1;XP_020956020.1;XP_020956036.1;XP_020956035.1;XP_020956034.1;XP_020956033.1;XP_020956019.1;XP_020956032.1;XP_020956031.1;XP_020956030.1;XP_020956029.1	XP_020956035.1	ARFIP1
XP_020956028.1;XP_020956027.1;XP_020956026.1;NP_001239162.1;XP_020956025.1;XP_020956024.1;XP_020956023.1;XP_020956022.1;XP_020956021.1;XP_020956020.1;XP_020956036.1;XP_020956035.1;XP_020956034.1;XP_020956033.1;XP_020956019.1;XP_020956032.1;XP_020956031.1;XP_020956030.1;XP_020956029.1	XP_020956034.1	ARFIP1
XP_020956028.1;XP_020956027.1;XP_020956026.1;NP_001239162.1;XP_020956025.1;XP_020956024.1;XP_020956023.1;XP_020956022.1;XP_020956021.1;XP_020956020.1;XP_020956036.1;XP_020956035.1;XP_020956034.1;XP_020956033.1;XP_020956019.1;XP_020956032.1;XP_020956031.1;XP_020956030.1;XP_020956029.1	XP_020956033.1	ARFIP1
XP_020956028.1;XP_020956027.1;XP_020956026.1;NP_001239162.1;XP_020956025.1;XP_020956024.1;XP_020956023.1;XP_020956022.1;XP_020956021.1;XP_020956020.1;XP_020956036.1;XP_020956035.1;XP_020956034.1;XP_020956033.1;XP_020956019.1;XP_020956032.1;XP_020956031.1;XP_020956030.1;XP_020956029.1	XP_020956032.1	ARFIP1
XP_005663414.1;XP_005663413.1;NP_001239534.1;XP_013852496.1	XP_005663414.1	S100A4
XP_005663414.1;XP_005663413.1;NP_001239534.1;XP_013852496.1	XP_005663413.1	S100A4
XP_005663414.1;XP_005663413.1;NP_001239534.1;XP_013852496.1	NP_001239534.1	S100A4
XP_005663414.1;XP_005663413.1;NP_001239534.1;XP_013852496.1	XP_013852496.1	S100A4
NP_001240850.1	NP_001240850.1	MPI
NP_001241645.1	NP_001241645.1	HSPD1
NP_001242898.1	NP_001242898.1	MRC1
XP_005673615.1;NP_001243294.1	XP_005673615.1	MID1IP1
XP_005673615.1;NP_001243294.1	NP_001243294.1	MID1IP1
NP_001243708.1;XP_020948864.1;XP_020948861.1;XP_013844017.2;XP_013844015.2;XP_013844014.2;XP_005655877.2;XP_005655876.2;XP_005655875.2;XP_020948863.1	XP_020948864.1	AKT2
NP_001243708.1;XP_020948864.1;XP_020948861.1;XP_013844017.2;XP_013844015.2;XP_013844014.2;XP_005655877.2;XP_005655876.2;XP_005655875.2;XP_020948863.1	XP_020948861.1	AKT2
NP_001243708.1;XP_020948864.1;XP_020948861.1;XP_013844017.2;XP_013844015.2;XP_013844014.2;XP_005655877.2;XP_005655876.2;XP_005655875.2;XP_020948863.1	XP_013844017.2	AKT2
NP_001243708.1;XP_020948864.1;XP_020948861.1;XP_013844017.2;XP_013844015.2;XP_013844014.2;XP_005655877.2;XP_005655876.2;XP_005655875.2;XP_020948863.1	XP_013844015.2	AKT2
NP_001243708.1;XP_020948864.1;XP_020948861.1;XP_013844017.2;XP_013844015.2;XP_013844014.2;XP_005655877.2;XP_005655876.2;XP_005655875.2;XP_020948863.1	XP_020948863.1	AKT2
XP_020941741.1;XP_020941610.1;XP_020941553.1;XP_020941349.1;XP_020941322.1;XP_020941230.1;XP_020941182.1;XP_020941164.1;NP_001245232.1;XP_020941796.1;XP_020941679.1;XP_020941463.1;XP_020941410.1;XP_020941288.1;XP_020941511.1	XP_020941741.1	KTN1
XP_020941741.1;XP_020941610.1;XP_020941553.1;XP_020941349.1;XP_020941322.1;XP_020941230.1;XP_020941182.1;XP_020941164.1;NP_001245232.1;XP_020941796.1;XP_020941679.1;XP_020941463.1;XP_020941410.1;XP_020941288.1;XP_020941511.1	XP_020941610.1	KTN1
XP_020941741.1;XP_020941610.1;XP_020941553.1;XP_020941349.1;XP_020941322.1;XP_020941230.1;XP_020941182.1;XP_020941164.1;NP_001245232.1;XP_020941796.1;XP_020941679.1;XP_020941463.1;XP_020941410.1;XP_020941288.1;XP_020941511.1	XP_020941553.1	KTN1
XP_020941741.1;XP_020941610.1;XP_020941553.1;XP_020941349.1;XP_020941322.1;XP_020941230.1;XP_020941182.1;XP_020941164.1;NP_001245232.1;XP_020941796.1;XP_020941679.1;XP_020941463.1;XP_020941410.1;XP_020941288.1;XP_020941511.1	XP_020941796.1	KTN1
XP_020941741.1;XP_020941610.1;XP_020941553.1;XP_020941349.1;XP_020941322.1;XP_020941230.1;XP_020941182.1;XP_020941164.1;NP_001245232.1;XP_020941796.1;XP_020941679.1;XP_020941463.1;XP_020941410.1;XP_020941288.1;XP_020941511.1	XP_020941679.1	KTN1
NP_001245315.1	NP_001245315.1	TOP2B
NP_001245336.1	NP_001245336.1	TBCC
NP_001245364.1;XP_020933503.1;XP_020933504.1	NP_001245364.1	DIAPH1
NP_001245364.1;XP_020933503.1;XP_020933504.1	XP_020933503.1	DIAPH1
NP_001245364.1;XP_020933503.1;XP_020933504.1	XP_020933504.1	DIAPH1
XP_020948971.1;NP_001245373.1	XP_020948971.1	WASF2
XP_020948971.1;NP_001245373.1	NP_001245373.1	WASF2
NP_001254623.2;XP_020924233.1;XP_013847041.1	NP_001254623.2	CP
NP_001254623.2;XP_020924233.1;XP_013847041.1	XP_020924233.1	CP
NP_001254623.2;XP_020924233.1;XP_013847041.1	XP_013847041.1	CP
NP_001254763.1	NP_001254763.1	PDIA4
NP_001258644.1	NP_001258644.1	LAMC1
NP_001265702.1	NP_001265702.1	MYL3
NP_001272902.1	NP_001272902.1	ECI1
XP_013851035.1;NP_001274349.1;NP_001302693.1	XP_013851035.1	FUS
XP_013851035.1;NP_001274349.1;NP_001302693.1	NP_001274349.1	FUS
XP_013851035.1;NP_001274349.1;NP_001302693.1	NP_001302693.1	TAF15
NP_001274775.1	NP_001274775.1	RHEB
NP_001278705.1	NP_001278705.1	CD68
XP_005663495.1;XP_005663494.1;XP_003355214.1;NP_001278853.1	XP_005663495.1	S100A10
XP_005663495.1;XP_005663494.1;XP_003355214.1;NP_001278853.1	XP_005663494.1	S100A10
XP_005663495.1;XP_005663494.1;XP_003355214.1;NP_001278853.1	XP_003355214.1	S100A10
XP_005663495.1;XP_005663494.1;XP_003355214.1;NP_001278853.1	NP_001278853.1	S100A10
NP_001278854.1	NP_001278854.1	PCNA
NP_001279034.1;XP_020932880.1	NP_001279034.1	SAMHD1
NP_001279034.1;XP_020932880.1	XP_020932880.1	SAMHD1
XP_020935134.1;NP_001284561.1	XP_020935134.1	AIFM1
XP_020935134.1;NP_001284561.1	NP_001284561.1	AIFM1
NP_001295339.1	NP_001295339.1	NUDT3
NP_001295402.1	NP_001295402.1	AOX1
NP_001302503.1	NP_001302503.1	GSTK1
NP_001302506.1;XP_003359965.2	NP_001302506.1	CD93
NP_001302506.1;XP_003359965.2	XP_003359965.2	CD93
XP_020953711.1;XP_020953709.1;XP_013833282.2;NP_001302540.1;XP_020953714.1;XP_020953712.1;XP_013833281.2;XP_020953713.1;XP_020953710.1;XP_013833287.1	XP_020953711.1	FKBP5
XP_020953711.1;XP_020953709.1;XP_013833282.2;NP_001302540.1;XP_020953714.1;XP_020953712.1;XP_013833281.2;XP_020953713.1;XP_020953710.1;XP_013833287.1	XP_020953714.1	FKBP5
XP_020953711.1;XP_020953709.1;XP_013833282.2;NP_001302540.1;XP_020953714.1;XP_020953712.1;XP_013833281.2;XP_020953713.1;XP_020953710.1;XP_013833287.1	XP_020953712.1	FKBP5
XP_020953711.1;XP_020953709.1;XP_013833282.2;NP_001302540.1;XP_020953714.1;XP_020953712.1;XP_013833281.2;XP_020953713.1;XP_020953710.1;XP_013833287.1	XP_020953713.1	FKBP5
XP_020953711.1;XP_020953709.1;XP_013833282.2;NP_001302540.1;XP_020953714.1;XP_020953712.1;XP_013833281.2;XP_020953713.1;XP_020953710.1;XP_013833287.1	XP_020953710.1	FKBP5
NP_001302557.1	NP_001302557.1	FUCA1
NP_001302639.1	NP_001302639.1	TUBA1A
XP_020941457.1;XP_020941456.1;XP_020941455.1;XP_020941454.1;XP_020941453.1;XP_020941452.1;XP_020941451.1;XP_020941458.1;XP_020941450.1;XP_020941449.1;XP_020941448.1;XP_020941447.1;XP_020941445.1;XP_020941444.1;XP_020941443.1;XP_020941442.1;XP_020941441.1;XP_020941440.1;XP_020941439.1;XP_020941438.1;XP_020941437.1;XP_020941436.1;XP_020941434.1;XP_020941433.1;XP_020941432.1;XP_020941431.1;NP_001302653.1;XP_020941430.1	XP_020941457.1	ELN
XP_020941457.1;XP_020941456.1;XP_020941455.1;XP_020941454.1;XP_020941453.1;XP_020941452.1;XP_020941451.1;XP_020941458.1;XP_020941450.1;XP_020941449.1;XP_020941448.1;XP_020941447.1;XP_020941445.1;XP_020941444.1;XP_020941443.1;XP_020941442.1;XP_020941441.1;XP_020941440.1;XP_020941439.1;XP_020941438.1;XP_020941437.1;XP_020941436.1;XP_020941434.1;XP_020941433.1;XP_020941432.1;XP_020941431.1;NP_001302653.1;XP_020941430.1	XP_020941456.1	ELN
XP_020941457.1;XP_020941456.1;XP_020941455.1;XP_020941454.1;XP_020941453.1;XP_020941452.1;XP_020941451.1;XP_020941458.1;XP_020941450.1;XP_020941449.1;XP_020941448.1;XP_020941447.1;XP_020941445.1;XP_020941444.1;XP_020941443.1;XP_020941442.1;XP_020941441.1;XP_020941440.1;XP_020941439.1;XP_020941438.1;XP_020941437.1;XP_020941436.1;XP_020941434.1;XP_020941433.1;XP_020941432.1;XP_020941431.1;NP_001302653.1;XP_020941430.1	XP_020941455.1	ELN
XP_020941457.1;XP_020941456.1;XP_020941455.1;XP_020941454.1;XP_020941453.1;XP_020941452.1;XP_020941451.1;XP_020941458.1;XP_020941450.1;XP_020941449.1;XP_020941448.1;XP_020941447.1;XP_020941445.1;XP_020941444.1;XP_020941443.1;XP_020941442.1;XP_020941441.1;XP_020941440.1;XP_020941439.1;XP_020941438.1;XP_020941437.1;XP_020941436.1;XP_020941434.1;XP_020941433.1;XP_020941432.1;XP_020941431.1;NP_001302653.1;XP_020941430.1	XP_020941454.1	ELN
XP_020941457.1;XP_020941456.1;XP_020941455.1;XP_020941454.1;XP_020941453.1;XP_020941452.1;XP_020941451.1;XP_020941458.1;XP_020941450.1;XP_020941449.1;XP_020941448.1;XP_020941447.1;XP_020941445.1;XP_020941444.1;XP_020941443.1;XP_020941442.1;XP_020941441.1;XP_020941440.1;XP_020941439.1;XP_020941438.1;XP_020941437.1;XP_020941436.1;XP_020941434.1;XP_020941433.1;XP_020941432.1;XP_020941431.1;NP_001302653.1;XP_020941430.1	XP_020941458.1	ELN
XP_020941477.1;XP_013851234.1;NP_001302657.1	XP_020941477.1	OGN
XP_020941477.1;XP_013851234.1;NP_001302657.1	XP_013851234.1	OGN
XP_020941477.1;XP_013851234.1;NP_001302657.1	NP_001302657.1	OGN
NP_001302675.1	NP_001302675.1	LOC100622246
NP_001302695.1	NP_001302695.1	LOC100736962
XP_020941461.1;NP_001302705.1;XP_020941460.1	XP_020941461.1	RBKS
XP_020941461.1;NP_001302705.1;XP_020941460.1	NP_001302705.1	RBKS
XP_020941461.1;NP_001302705.1;XP_020941460.1	XP_020941460.1	RBKS
NP_001302707.1	NP_001302707.1	PDLIM1
NP_001302729.1	NP_001302729.1	TOLLIP
NP_001302733.1;XP_020949106.1	NP_001302733.1	U2AF2
NP_001302733.1;XP_020949106.1	XP_020949106.1	U2AF2
NP_001302738.1	NP_001302738.1	CYP20A1
XP_020937608.1;NP_001335683.1;XP_020937607.1;XP_020937609.1;XP_020937606.1	XP_020937608.1	LOC100622780
XP_020937608.1;NP_001335683.1;XP_020937607.1;XP_020937609.1;XP_020937606.1	NP_001335683.1	TMPO
XP_020937608.1;NP_001335683.1;XP_020937607.1;XP_020937609.1;XP_020937606.1	XP_020937607.1	LOC100622780
XP_020937608.1;NP_001335683.1;XP_020937607.1;XP_020937609.1;XP_020937606.1	XP_020937609.1	LOC100622780
XP_020937608.1;NP_001335683.1;XP_020937607.1;XP_020937609.1;XP_020937606.1	XP_020937606.1	LOC100622780
XP_005660759.1;NP_001335713.1	XP_005660759.1	CAPN1
XP_005660759.1;NP_001335713.1	NP_001335713.1	CAPN1
XP_020939024.1;NP_001335832.1	XP_020939024.1	CILP
XP_020939024.1;NP_001335832.1	NP_001335832.1	CILP
NP_001335864.1;NP_999603.2;NP_001335866.1;NP_001335865.1	NP_001335864.1	CAV1
NP_001335864.1;NP_999603.2;NP_001335866.1;NP_001335865.1	NP_999603.2	CAV1
NP_001335864.1;NP_999603.2;NP_001335866.1;NP_001335865.1	NP_001335866.1	CAV1
NP_001335864.1;NP_999603.2;NP_001335866.1;NP_001335865.1	NP_001335865.1	CAV1
NP_999560.2;NP_001335871.1	NP_999560.2	SERPINA1
NP_999560.2;NP_001335871.1	NP_001335871.1	SERPINA1
NP_001335890.1;XP_020957898.1;XP_020957897.1;XP_020957896.1;XP_020957894.1;XP_020957893.1;NP_999413.2	XP_020957898.1	HSD11B1
NP_001335890.1;XP_020957898.1;XP_020957897.1;XP_020957896.1;XP_020957894.1;XP_020957893.1;NP_999413.2	XP_020957897.1	HSD11B1
NP_001335890.1;XP_020957898.1;XP_020957897.1;XP_020957896.1;XP_020957894.1;XP_020957893.1;NP_999413.2	XP_020957896.1	HSD11B1
